i-th device,j-th device,n-th challenge,dist
0,1,0,0.9289999999999556
0,1,1,0.8039999999999705
0,1,2,0.8789999999999628
0,1,3,0.8839999999999618
0,1,4,0.7629999999999758
0,1,5,0.8929999999999606
0,1,6,0.9399999999999552
0,1,7,0.918999999999958
0,1,8,0.9059999999999592
0,1,9,0.9399999999999537
0,2,0,0.9249999999999576
0,2,1,0.8089999999999702
0,2,2,0.8819999999999628
0,2,3,0.8899999999999613
0,2,4,0.772999999999975
0,2,5,0.9219999999999574
0,2,6,0.9329999999999562
0,2,7,0.913999999999959
0,2,8,0.909999999999958
0,2,9,0.9429999999999538
1,2,0,0.9279999999999573
1,2,1,0.80299999999997
1,2,2,0.8829999999999628
1,2,3,0.873999999999963
1,2,4,0.7679999999999759
1,2,5,0.8999999999999592
1,2,6,0.9329999999999549
1,2,7,0.9119999999999596
1,2,8,0.90099999999996
1,2,9,0.9499999999999525
