n-th challenge,m-th challenge,dist
0,1,0.5984000000000002
0,2,0.6841499999999999
0,3,0.565
0,4,0.64245
0,5,0.6470500000000005
0,6,0.6723500000000003
0,7,0.6722499999999998
0,8,0.6209999999999998
0,9,0.7156000000000003
0,10,0.5912000000000002
0,11,0.5018999999999996
0,12,0.5625500000000001
0,13,0.6398999999999999
0,14,0.7005500000000002
0,15,0.5654499999999996
0,16,0.7511499999999999
0,17,0.6027000000000002
0,18,0.67705
0,19,0.6710499999999999
1,2,0.6096499999999998
1,3,0.4623499999999996
1,4,0.6314499999999993
1,5,0.5309500000000003
1,6,0.5805500000000001
1,7,0.6357
1,8,0.6102999999999998
1,9,0.6476
1,10,0.5712499999999998
1,11,0.5813499999999996
1,12,0.5917500000000001
1,13,0.5213999999999996
1,14,0.6241500000000003
1,15,0.5764999999999997
1,16,0.6952999999999997
1,17,0.5276500000000002
1,18,0.6861999999999997
1,19,0.5363499999999998
2,3,0.66295
2,4,0.6936
2,5,0.68225
2,6,0.6755999999999996
2,7,0.7185000000000005
2,8,0.7047499999999998
2,9,0.7147999999999997
2,10,0.6022
2,11,0.6658499999999997
2,12,0.5947499999999998
2,13,0.6812499999999999
2,14,0.5585499999999995
2,15,0.6471500000000003
2,16,0.7125500000000001
2,17,0.7378499999999997
2,18,0.7495999999999999
2,19,0.6163000000000001
3,4,0.4724499999999999
3,5,0.6481499999999997
3,6,0.5417
3,7,0.42240000000000016
3,8,0.4265499999999996
3,9,0.5598999999999998
3,10,0.5630500000000002
3,11,0.49214999999999987
3,12,0.5358000000000002
3,13,0.4781999999999998
3,14,0.5686999999999999
3,15,0.5210499999999997
3,16,0.6587999999999998
3,17,0.46194999999999986
3,18,0.4425499999999998
3,19,0.5009999999999999
4,5,0.6127000000000001
4,6,0.7191999999999998
4,7,0.5501000000000001
4,8,0.4997999999999996
4,9,0.6736500000000002
4,10,0.7165000000000002
4,11,0.6774999999999999
4,12,0.6107499999999997
4,13,0.4935999999999999
4,14,0.6831000000000003
4,15,0.6816000000000005
4,16,0.6299499999999999
4,17,0.47184999999999966
4,18,0.4810999999999998
4,19,0.66495
5,6,0.7108
5,7,0.7623000000000001
5,8,0.7029500000000004
5,9,0.6680000000000004
5,10,0.6519500000000003
5,11,0.7182499999999997
5,12,0.6830500000000002
5,13,0.7016499999999998
5,14,0.6643999999999997
5,15,0.6995000000000006
5,16,0.7841999999999995
5,17,0.6094500000000002
5,18,0.7364500000000002
5,19,0.7306499999999997
6,7,0.4819000000000001
6,8,0.6862999999999999
6,9,0.3988499999999999
6,10,0.6794000000000004
6,11,0.6481000000000003
6,12,0.43565
6,13,0.6524500000000002
6,14,0.6153500000000004
6,15,0.6496500000000002
6,16,0.7082999999999994
6,17,0.7368999999999999
6,18,0.7108499999999999
6,19,0.5072999999999998
7,8,0.5692
7,9,0.5736999999999994
7,10,0.6754000000000001
7,11,0.6182000000000001
7,12,0.46019999999999994
7,13,0.5376000000000002
7,14,0.6892999999999996
7,15,0.6831999999999999
7,16,0.5932499999999995
7,17,0.66115
7,18,0.5397499999999996
7,19,0.4902999999999999
8,9,0.69025
8,10,0.5934999999999997
8,11,0.47279999999999966
8,12,0.6552499999999998
8,13,0.47449999999999976
8,14,0.5883999999999997
8,15,0.624
8,16,0.5637999999999994
8,17,0.5134999999999995
8,18,0.4776499999999996
8,19,0.6198999999999999
9,10,0.7313499999999994
9,11,0.6904499999999996
9,12,0.4983999999999999
9,13,0.6548500000000003
9,14,0.5174499999999999
9,15,0.6572499999999997
9,16,0.7024
9,17,0.7383500000000001
9,18,0.64825
9,19,0.5838499999999999
10,11,0.45299999999999957
10,12,0.6677999999999997
10,13,0.5865000000000002
10,14,0.6760999999999996
10,15,0.6655000000000001
10,16,0.7164500000000009
10,17,0.6424500000000003
10,18,0.6711000000000004
10,19,0.5990999999999996
11,12,0.6305999999999998
11,13,0.5113499999999997
11,14,0.6356499999999997
11,15,0.5241999999999997
11,16,0.6033499999999998
11,17,0.6131499999999998
11,18,0.5513499999999993
11,19,0.5935499999999999
12,13,0.5958500000000001
12,14,0.6983999999999998
12,15,0.58315
12,16,0.6638500000000002
12,17,0.6843499999999998
12,18,0.6447999999999998
12,19,0.46315
13,14,0.6537999999999999
13,15,0.7137999999999998
13,16,0.41294999999999993
13,17,0.6079000000000003
13,18,0.5386000000000001
13,19,0.49389999999999945
14,15,0.6218999999999997
14,16,0.7014499999999998
14,17,0.7043499999999999
14,18,0.60705
14,19,0.6532499999999998
15,16,0.7961999999999998
15,17,0.6284499999999995
15,18,0.5718999999999997
15,19,0.6596499999999997
16,17,0.7773499999999993
16,18,0.6022
16,19,0.6587999999999994
17,18,0.6232499999999999
17,19,0.6764499999999998
18,19,0.6620499999999999
