i-th device,j-th device,n-th challenge,dist
0,1,0,0.19134999999999927
0,1,1,0.20189999999999794
0,1,2,0.23539999999999847
0,1,3,0.22019999999999879
0,1,4,0.21804999999999863
0,1,5,0.18469999999999878
0,1,6,0.21864999999999873
0,1,7,0.1898499999999982
0,1,8,0.2184999999999975
0,1,9,0.1915499999999993
0,2,0,0.24024999999999885
0,2,1,0.2726999999999974
0,2,2,0.3368499999999976
0,2,3,0.30579999999999774
0,2,4,0.25474999999999864
0,2,5,0.23129999999999873
0,2,6,0.26269999999999843
0,2,7,0.15154999999999846
0,2,8,0.2506499999999977
0,2,9,0.2077999999999991
1,2,0,0.2080499999999988
1,2,1,0.2296999999999974
1,2,2,0.3180499999999976
1,2,3,0.2612999999999982
1,2,4,0.2659499999999984
1,2,5,0.2699999999999983
1,2,6,0.25199999999999884
1,2,7,0.1966499999999984
1,2,8,0.22129999999999841
1,2,9,0.19164999999999915
