i-th device,j-th device,n-th challenge,dist
0,1,0,0.22849999999999795
0,1,1,0.19544999999999932
0,1,2,0.23694999999999858
0,1,3,0.18239999999999934
0,1,4,0.2926999999999981
0,1,5,0.25544999999999796
0,1,6,0.18574999999999958
0,1,7,0.2462999999999987
0,1,8,0.1781499999999986
0,1,9,0.22929999999999906
0,2,0,0.17919999999999914
0,2,1,0.1535999999999995
0,2,2,0.4509999999999983
0,2,3,0.169949999999999
0,2,4,0.18939999999999863
0,2,5,0.20469999999999816
0,2,6,0.15514999999999962
0,2,7,0.21574999999999847
0,2,8,0.41249999999999687
0,2,9,0.172749999999999
1,2,0,0.2523499999999985
1,2,1,0.17074999999999943
1,2,2,0.4431499999999979
1,2,3,0.19289999999999913
1,2,4,0.27924999999999794
1,2,5,0.22204999999999794
1,2,6,0.20434999999999945
1,2,7,0.23399999999999863
1,2,8,0.3715499999999973
1,2,9,0.2024999999999994
