n-th challenge,m-th challenge,dist
0,1,0.7459999999999989
0,2,0.6697999999999995
0,3,0.5491999999999999
0,4,0.6859999999999994
0,5,0.8183999999999995
0,6,0.7191999999999996
0,7,0.6579999999999996
0,8,0.7483999999999994
0,9,0.5495999999999999
1,2,0.7453999999999995
1,3,0.5841999999999999
1,4,0.7191999999999995
1,5,0.6071999999999992
1,6,0.6619999999999998
1,7,0.7243999999999984
1,8,0.7397999999999998
1,9,0.6617999999999996
2,3,0.5881999999999996
2,4,0.8221999999999996
2,5,0.7299999999999988
2,6,0.4884
2,7,0.7587999999999994
2,8,0.5883999999999996
2,9,0.6440000000000001
3,4,0.6269999999999994
3,5,0.6937999999999999
3,6,0.5990000000000002
3,7,0.5248
3,8,0.6031999999999995
3,9,0.47300000000000003
4,5,0.8005999999999994
4,6,0.7845999999999999
4,7,0.7181999999999997
4,8,0.7825999999999995
4,9,0.5636
5,6,0.6663999999999994
5,7,0.638599999999999
5,8,0.6409999999999986
5,9,0.6417999999999995
6,7,0.6781999999999992
6,8,0.6149999999999997
6,9,0.6556
7,8,0.5697999999999991
7,9,0.5637999999999996
8,9,0.5737999999999998
