i-th device,j-th device,n-th challenge,dist
0,1,0,0.4392499999999972
0,1,1,0.3435999999999976
0,1,2,0.4065499999999963
0,1,3,0.40484999999999777
0,1,4,0.31629999999999825
0,1,5,0.31874999999999737
0,1,6,0.4126999999999978
0,1,7,0.3997499999999975
0,1,8,0.3061999999999987
0,1,9,0.3373999999999975
0,2,0,0.294649999999998
0,2,1,0.3535499999999982
0,2,2,0.2232499999999991
0,2,3,0.3079999999999985
0,2,4,0.26309999999999895
0,2,5,0.2685499999999986
0,2,6,0.31639999999999746
0,2,7,0.2549999999999992
0,2,8,0.403799999999999
0,2,9,0.3279999999999984
1,2,0,0.44619999999999743
1,2,1,0.27504999999999824
1,2,2,0.3552499999999973
1,2,3,0.33004999999999585
1,2,4,0.30324999999999863
1,2,5,0.3325999999999981
1,2,6,0.4134499999999971
1,2,7,0.4207999999999982
1,2,8,0.45489999999999847
1,2,9,0.292049999999998
