i-th device,j-th device,n-th challenge,dist
0,1,0,0.26654999999999307
0,1,1,0.21259999999999468
0,1,2,0.2172999999999981
0,1,3,0.21939999999999563
0,1,4,0.271099999999995
0,1,5,0.25069999999999476
0,1,6,0.22139999999999588
0,1,7,0.22629999999999553
0,1,8,0.2180499999999975
0,1,9,0.2626499999999953
0,2,0,0.3102499999999918
0,2,1,0.1983499999999955
0,2,2,0.43499999999999694
0,2,3,0.20009999999999606
0,2,4,0.24344999999999545
0,2,5,0.25339999999999496
0,2,6,0.2870999999999946
0,2,7,0.23779999999999596
0,2,8,0.41924999999999596
0,2,9,0.24939999999999607
1,2,0,0.3009999999999912
1,2,1,0.23469999999999422
1,2,2,0.4344499999999974
1,2,3,0.2118499999999969
1,2,4,0.30349999999999505
1,2,5,0.24749999999999478
1,2,6,0.2858499999999945
1,2,7,0.24204999999999555
1,2,8,0.3862999999999961
1,2,9,0.2814999999999948
