i-th device,j-th device,n-th challenge,dist
0,1,0,0.3846499999999996
0,1,1,0.3339999999999996
0,1,2,0.2503999999999998
0,1,3,0.32084999999999997
0,1,4,0.25939999999999974
0,1,5,0.20495
0,1,6,0.24264999999999992
0,1,7,0.25704999999999995
0,1,8,0.2672999999999999
0,1,9,0.3050999999999991
0,2,0,0.43264999999999915
0,2,1,0.29429999999999973
0,2,2,0.21499999999999975
0,2,3,0.39389999999999986
0,2,4,0.30414999999999975
0,2,5,0.2567499999999998
0,2,6,0.2531500000000001
0,2,7,0.27090000000000003
0,2,8,0.32594999999999985
0,2,9,0.34224999999999955
1,2,0,0.2263499999999996
1,2,1,0.21934999999999988
1,2,2,0.2137499999999998
1,2,3,0.2804
1,2,4,0.25224999999999964
1,2,5,0.2042999999999999
1,2,6,0.22710000000000005
1,2,7,0.19485000000000005
1,2,8,0.22719999999999999
1,2,9,0.22634999999999952
