n-th challenge,m-th challenge,dist
0,1,0.8540500000000001
0,2,0.6679999999999998
0,3,0.584599999999999
0,4,0.8019500000000005
0,5,0.8396499999999999
0,6,0.5042999999999996
0,7,0.8284000000000004
0,8,0.7740500000000002
0,9,0.7644499999999995
1,2,0.5217999999999996
1,3,0.7756000000000007
1,4,0.9120500000000001
1,5,0.8583499999999995
1,6,0.7795000000000006
1,7,0.8847500000000013
1,8,0.8414499999999999
1,9,0.8461499999999997
2,3,0.6862500000000011
2,4,0.8562499999999996
2,5,0.8631499999999999
2,6,0.6753000000000003
2,7,0.921550000000001
2,8,0.5934999999999998
2,9,0.7594499999999994
3,4,0.783100000000001
3,5,0.8724500000000002
3,6,0.5056999999999996
3,7,0.8509500000000004
3,8,0.8443499999999998
3,9,0.7439499999999998
4,5,0.7480000000000001
4,6,0.8195499999999998
4,7,0.9079000000000003
4,8,0.8220000000000004
4,9,0.7212500000000007
5,6,0.8245000000000008
5,7,0.7303499999999994
5,8,0.8223500000000006
5,9,0.6356000000000002
6,7,0.6842000000000005
6,8,0.82105
6,9,0.7874500000000002
7,8,0.9135999999999996
7,9,0.7580499999999997
8,9,0.67425
