n-th challenge,m-th challenge,dist
0,1,0.8114500000000008
0,2,0.6710499999999995
0,3,0.5208499999999994
0,4,0.75905
0,5,0.8151
0,6,0.4489500000000001
0,7,0.8558999999999997
0,8,0.7618000000000004
0,9,0.7318999999999999
1,2,0.4900999999999995
1,3,0.7609500000000012
1,4,0.8708499999999995
1,5,0.8398000000000004
1,6,0.7751000000000008
1,7,0.9139500000000002
1,8,0.7832999999999999
1,9,0.7888999999999997
2,3,0.653150000000001
2,4,0.8263500000000001
2,5,0.8579999999999999
2,6,0.6818500000000002
2,7,0.9829999999999995
2,8,0.5920499999999992
2,9,0.7261999999999997
3,4,0.7793500000000001
3,5,0.8682999999999997
3,6,0.4710499999999998
3,7,0.8629999999999999
3,8,0.8192000000000002
3,9,0.7518999999999997
4,5,0.717
4,6,0.7748499999999998
4,7,0.9493499999999994
4,8,0.75235
4,9,0.7284500000000002
5,6,0.7703499999999995
5,7,0.7198499999999991
5,8,0.7783999999999999
5,9,0.6064500000000002
6,7,0.6956000000000004
6,8,0.7757999999999994
6,9,0.7376000000000003
7,8,0.9281499999999995
7,9,0.7371500000000003
8,9,0.60855
