i-th device,j-th device,n-th challenge,dist
0,1,0,0.4588000000000001
0,1,1,0.4989999999999999
0,1,2,0.5049999999999992
0,1,3,0.4534000000000001
0,1,4,0.467799999999997
0,1,5,0.44359999999999916
0,1,6,0.3949999999999975
0,1,7,0.5041999999999984
0,1,8,0.45580000000000026
0,1,9,0.39119999999999977
0,2,0,0.5311999999999992
0,2,1,0.46600000000000064
0,2,2,0.390399999999999
0,2,3,0.5156000000000003
0,2,4,0.5679999999999956
0,2,5,0.4237999999999989
0,2,6,0.4825999999999968
0,2,7,0.42239999999999833
0,2,8,0.4636
0,2,9,0.46180000000000054
1,2,0,0.3814000000000001
1,2,1,0.4253999999999998
1,2,2,0.4243999999999996
1,2,3,0.4556000000000008
1,2,4,0.4647999999999967
1,2,5,0.32299999999999945
1,2,6,0.48019999999999635
1,2,7,0.3451999999999978
1,2,8,0.37420000000000025
1,2,9,0.36920000000000003
