i-th device,j-th device,n-th challenge,dist
0,1,0,0.39349999999999774
0,1,1,0.4497999999999976
0,1,2,0.27484999999999815
0,1,3,0.4237999999999971
0,1,4,0.25599999999999806
0,1,5,0.2826499999999972
0,1,6,0.24644999999999906
0,1,7,0.39449999999999885
0,1,8,0.46209999999999707
0,1,9,0.2160999999999982
0,2,0,0.3779999999999972
0,2,1,0.3449999999999979
0,2,2,0.2618999999999979
0,2,3,0.38169999999999754
0,2,4,0.20389999999999853
0,2,5,0.301099999999997
0,2,6,0.2634999999999988
0,2,7,0.3827999999999977
0,2,8,0.5427000000000022
0,2,9,0.2567999999999978
1,2,0,0.27139999999999825
1,2,1,0.6087499999999997
1,2,2,0.3007499999999977
1,2,3,0.42669999999999797
1,2,4,0.23994999999999853
1,2,5,0.3561999999999971
1,2,6,0.2092999999999987
1,2,7,0.24264999999999892
1,2,8,0.276099999999998
1,2,9,0.23964999999999795
