n-th challenge,m-th challenge,dist
0,1,0.45904999999998203
0,2,0.49979999999998104
0,3,0.5704999999999957
0,4,0.48419999999998325
0,5,0.46084999999998194
0,6,0.4681499999999823
0,7,0.47864999999997976
0,8,0.5636499999999943
0,9,0.44844999999998214
1,2,0.3933999999999848
1,3,0.5845499999999962
1,4,0.520349999999985
1,5,0.525449999999988
1,6,0.48089999999998106
1,7,0.40364999999998324
1,8,0.5112499999999846
1,9,0.41029999999998396
2,3,0.6177499999999942
2,4,0.5447999999999881
2,5,0.5505999999999917
2,6,0.5234999999999868
2,7,0.4202499999999836
2,8,0.5767499999999952
2,9,0.43779999999998453
3,4,0.591099999999996
3,5,0.5915999999999976
3,6,0.5738999999999952
3,7,0.5447499999999922
3,8,0.6367000000000005
3,9,0.5196999999999871
4,5,0.48759999999998266
4,6,0.47749999999998277
4,7,0.40839999999998494
4,8,0.624849999999997
4,9,0.44299999999998474
5,6,0.443749999999981
5,7,0.49529999999997937
5,8,0.6632500000000111
5,9,0.5268999999999854
6,7,0.44829999999998044
6,8,0.5440999999999924
6,9,0.5000999999999819
7,8,0.5070999999999813
7,9,0.4043999999999857
8,9,0.5211499999999855
