i-th device,j-th device,n-th challenge,dist
0,1,0,0.43814999999998194
0,1,1,0.4600499999999821
0,1,2,0.4547499999999832
0,1,3,0.48124999999998164
0,1,4,0.45274999999998233
0,1,5,0.437299999999982
0,1,6,0.43594999999998046
0,1,7,0.4944999999999824
0,1,8,0.46589999999998266
0,1,9,0.4450499999999822
0,1,10,0.44294999999998486
0,1,11,0.399549999999984
0,1,12,0.39224999999998444
0,1,13,0.4838499999999817
0,1,14,0.5270499999999854
0,1,15,0.436199999999984
0,1,16,0.3601999999999846
0,1,17,0.47284999999998545
0,1,18,0.5004999999999814
0,1,19,0.46764999999998225
