i-th device,j-th device,n-th challenge,dist
0,1,0,0.5582000000000478
0,1,1,0.43719999999996495
0,1,2,0.525699999999983
0,1,3,0.5044999999999584
0,1,4,0.4111499999999668
0,1,5,0.5298999999999953
0,1,6,0.5777000000000515
0,1,7,0.5359999999999961
0,1,8,0.5350499999999937
0,1,9,0.6030000000001033
0,2,0,0.5563500000000471
0,2,1,0.4325999999999655
0,2,2,0.523799999999983
0,2,3,0.5170999999999697
0,2,4,0.41934999999996714
0,2,5,0.518549999999982
0,2,6,0.5869500000000685
0,2,7,0.5382999999999973
0,2,8,0.5400999999999995
0,2,9,0.6019000000001
1,2,0,0.5551000000000424
1,2,1,0.4096999999999676
1,2,2,0.5061999999999635
1,2,3,0.5092499999999652
1,2,4,0.42714999999996595
1,2,5,0.5259499999999915
1,2,6,0.5807000000000586
1,2,7,0.5305999999999921
1,2,8,0.5263999999999827
1,2,9,0.6085500000001086
