n-th challenge,m-th challenge,dist
0,1,0.9859999999999534
0,2,0.9829999999999541
0,3,0.9949999999999517
0,4,0.9939999999999541
0,5,0.9829999999999525
0,6,0.989999999999951
0,7,0.9919999999999528
0,8,0.9949999999999514
0,9,0.9869999999999514
1,2,0.9749999999999551
1,3,0.9939999999999524
1,4,0.9879999999999576
1,5,0.9709999999999539
1,6,0.9899999999999514
1,7,0.9969999999999528
1,8,0.9839999999999515
1,9,0.9899999999999514
2,3,0.9969999999999528
2,4,0.990999999999956
2,5,0.9899999999999528
2,6,0.9859999999999526
2,7,0.9969999999999534
2,8,0.9899999999999523
2,9,0.9849999999999527
3,4,0.9849999999999548
3,5,0.9919999999999511
3,6,0.9809999999999517
3,7,0.9639999999999549
3,8,0.9789999999999521
3,9,0.985999999999951
4,5,0.9819999999999545
4,6,0.9829999999999536
4,7,0.9859999999999555
4,8,0.9959999999999516
4,9,0.9929999999999528
5,6,0.9809999999999509
5,7,0.9919999999999517
5,8,0.9839999999999511
5,9,0.9849999999999506
6,7,0.9859999999999516
6,8,0.9869999999999507
6,9,0.9869999999999496
7,8,0.9849999999999522
7,9,0.9839999999999519
8,9,0.9919999999999497
