n-th challenge,m-th challenge,dist
0,1,0.9889999999999517
0,2,0.9799999999999531
0,3,0.9959999999999499
0,4,0.9899999999999523
0,5,0.9899999999999501
0,6,0.9969999999999485
0,7,0.9939999999999508
0,8,0.9889999999999524
0,9,0.9839999999999496
1,2,0.9799999999999542
1,3,0.994999999999952
1,4,0.9939999999999566
1,5,0.9789999999999528
1,6,0.9849999999999515
1,7,0.9939999999999528
1,8,0.9889999999999538
1,9,0.9969999999999501
2,3,0.9989999999999519
2,4,0.9949999999999533
2,5,0.9829999999999527
2,6,0.9909999999999514
2,7,0.992999999999953
2,8,0.9889999999999536
2,9,0.981999999999952
3,4,0.9899999999999535
3,5,0.9949999999999501
3,6,0.98899999999995
3,7,0.9749999999999535
3,8,0.9779999999999535
3,9,0.98599999999995
4,5,0.9849999999999531
4,6,0.9859999999999518
4,7,0.9819999999999546
4,8,0.9899999999999534
4,9,0.9909999999999515
5,6,0.9809999999999501
5,7,0.9869999999999516
5,8,0.9879999999999528
5,9,0.9819999999999497
6,7,0.9879999999999507
6,8,0.9839999999999528
6,9,0.9929999999999477
7,8,0.9829999999999537
7,9,0.9869999999999506
8,9,0.9879999999999518
