n-th challenge,m-th challenge,dist
0,1,0.9909999999999517
0,2,0.9799999999999531
0,3,0.9959999999999506
0,4,0.988999999999954
0,5,0.9839999999999514
0,6,0.9909999999999509
0,7,0.9969999999999499
0,8,0.9929999999999499
0,9,0.9779999999999509
1,2,0.9849999999999538
1,3,0.9959999999999517
1,4,0.9879999999999568
1,5,0.9839999999999527
1,6,0.9919999999999519
1,7,0.9959999999999513
1,8,0.9879999999999515
1,9,0.9939999999999505
2,3,0.9969999999999523
2,4,0.9899999999999559
2,5,0.9859999999999528
2,6,0.9919999999999529
2,7,0.9949999999999519
2,8,0.9879999999999514
2,9,0.9809999999999526
3,4,0.9949999999999543
3,5,0.9939999999999511
3,6,0.9899999999999517
3,7,0.9619999999999542
3,8,0.9739999999999525
3,9,0.9909999999999501
4,5,0.9849999999999547
4,6,0.9829999999999549
4,7,0.9829999999999541
4,8,0.9949999999999521
4,9,0.9899999999999535
5,6,0.9829999999999521
5,7,0.9859999999999515
5,8,0.9839999999999514
5,9,0.9779999999999512
6,7,0.9839999999999518
6,8,0.9909999999999514
6,9,0.9879999999999505
7,8,0.9819999999999511
7,9,0.9939999999999494
8,9,0.9899999999999497
