i-th device,j-th device,n-th challenge,dist
0,1,0,0.39404999999998896
0,1,1,0.4642499999999883
0,1,2,0.4486499999999905
0,1,3,0.36814999999998943
0,1,4,0.35084999999998917
0,1,5,0.5714499999999959
0,1,6,0.4643499999999859
0,1,7,0.44099999999998574
0,1,8,0.45909999999998585
0,1,9,0.5139499999999878
0,2,0,0.4363499999999882
0,2,1,0.547299999999998
0,2,2,0.4510999999999918
0,2,3,0.45649999999998603
0,2,4,0.39879999999998766
0,2,5,0.5472499999999927
0,2,6,0.40929999999998784
0,2,7,0.4650499999999871
0,2,8,0.4819499999999859
0,2,9,0.514249999999991
1,2,0,0.3174499999999905
1,2,1,0.3819499999999908
1,2,2,0.4482499999999907
1,2,3,0.41399999999998743
1,2,4,0.3858999999999877
1,2,5,0.3630999999999897
1,2,6,0.3683499999999878
1,2,7,0.36764999999998993
1,2,8,0.30434999999998985
1,2,9,0.3943999999999891
