i-th device,j-th device,n-th challenge,dist
0,1,0,0.3579999999999927
0,1,1,0.28039999999999515
0,1,2,0.25719999999999915
0,1,3,0.300999999999996
0,1,4,0.2947999999999951
0,1,5,0.32319999999999566
0,1,6,0.2995999999999962
0,1,7,0.2595999999999957
0,1,8,0.2819999999999982
0,1,9,0.38299999999999457
0,2,0,0.3943999999999908
0,2,1,0.28099999999999553
0,2,2,0.4683999999999982
0,2,3,0.2959999999999954
0,2,4,0.31659999999999533
0,2,5,0.33499999999999586
0,2,6,0.370399999999994
0,2,7,0.31399999999999473
0,2,8,0.4507999999999968
0,2,9,0.3611999999999964
1,2,0,0.3911999999999919
1,2,1,0.31319999999999415
1,2,2,0.4771999999999982
1,2,3,0.293599999999997
1,2,4,0.3341999999999951
1,2,5,0.33419999999999567
1,2,6,0.3477999999999944
1,2,7,0.3003999999999944
1,2,8,0.4253999999999971
1,2,9,0.3883999999999951
