i-th device,j-th device,n-th challenge,dist
0,1,0,0.303999999999995
0,1,1,0.2790499999999935
0,1,2,0.3801499999999938
0,1,3,0.3717999999999966
0,1,4,0.28809999999999175
0,1,5,0.21299999999999672
0,1,6,0.3224499999999945
0,1,7,0.32789999999999203
0,1,8,0.38584999999999536
0,1,9,0.3243499999999897
0,1,10,0.26624999999999727
0,1,11,0.36744999999999395
0,1,12,0.31214999999999454
0,1,13,0.2844499999999956
0,1,14,0.29864999999999303
0,1,15,0.27404999999999485
0,1,16,0.3874499999999947
0,1,17,0.3135999999999954
0,1,18,0.3778499999999933
0,1,19,0.36344999999999267
