i-th device,j-th device,n-th challenge,dist
0,1,0,0.3725999999999993
0,1,1,0.3357999999999996
0,1,2,0.24379999999999993
0,1,3,0.3691999999999999
0,1,4,0.27059999999999984
0,1,5,0.22280000000000008
0,1,6,0.28140000000000026
0,1,7,0.32360000000000033
0,1,8,0.2962
0,1,9,0.3069999999999995
0,2,0,0.4411999999999997
0,2,1,0.31479999999999997
0,2,2,0.2569999999999999
0,2,3,0.41200000000000037
0,2,4,0.3368000000000001
0,2,5,0.2876
0,2,6,0.32080000000000003
0,2,7,0.3566000000000001
0,2,8,0.3856000000000001
0,2,9,0.3357999999999996
1,2,0,0.23479999999999995
1,2,1,0.22920000000000004
1,2,2,0.23759999999999984
1,2,3,0.2827999999999999
1,2,4,0.27839999999999954
1,2,5,0.2008000000000002
1,2,6,0.2693999999999999
1,2,7,0.22199999999999995
1,2,8,0.2578000000000002
1,2,9,0.21679999999999985
