i-th device,j-th device,n-th challenge,dist
0,1,0,0.5605999999999862
0,1,1,0.5553999999999913
0,1,2,0.5587999999999905
0,1,3,0.6241999999999776
0,1,4,0.5711999999999825
0,1,5,0.5907999999999831
0,1,6,0.5867999999999829
0,1,7,0.6229999999999801
0,1,8,0.6135999999999828
0,1,9,0.5741999999999888
0,2,0,0.6231999999999838
0,2,1,0.5425999999999924
0,2,2,0.5281999999999912
0,2,3,0.6449999999999784
0,2,4,0.6479999999999814
0,2,5,0.5637999999999832
0,2,6,0.5755999999999847
0,2,7,0.5971999999999826
0,2,8,0.6555999999999822
0,2,9,0.6535999999999857
1,2,0,0.4967999999999903
1,2,1,0.5563999999999913
1,2,2,0.5597999999999881
1,2,3,0.5557999999999829
1,2,4,0.6069999999999808
1,2,5,0.49559999999998555
1,2,6,0.5493999999999849
1,2,7,0.5081999999999846
1,2,8,0.5199999999999869
1,2,9,0.5169999999999904
