n-th challenge,m-th challenge,dist
0,1,0.7083999999999958
0,2,0.7711999999999952
0,3,0.829199999999995
0,4,0.8171999999999949
0,5,0.7611999999999941
0,6,0.7111999999999948
0,7,0.8007999999999957
0,8,0.8571999999999956
0,9,0.8303999999999931
1,2,0.7149999999999962
1,3,0.7479999999999959
1,4,0.7983999999999948
1,5,0.6487999999999953
1,6,0.7027999999999958
1,7,0.6177999999999967
1,8,0.7965999999999953
1,9,0.7281999999999952
2,3,0.6817999999999951
2,4,0.8455999999999936
2,5,0.753399999999994
2,6,0.6799999999999947
2,7,0.7387999999999955
2,8,0.7465999999999949
2,9,0.7657999999999937
3,4,0.6885999999999948
3,5,0.8011999999999929
3,6,0.660799999999995
3,7,0.6537999999999954
3,8,0.6799999999999944
3,9,0.5889999999999946
4,5,0.8833999999999945
4,6,0.8083999999999938
4,7,0.8357999999999945
4,8,0.8769999999999952
4,9,0.7553999999999941
5,6,0.6165999999999959
5,7,0.6535999999999959
5,8,0.7859999999999959
5,9,0.7705999999999928
6,7,0.6565999999999955
6,8,0.6933999999999947
6,9,0.7557999999999947
7,8,0.7575999999999958
7,9,0.6685999999999942
8,9,0.6371999999999954
