i-th device,j-th device,n-th challenge,dist
0,1,0,0.47659999999999864
0,1,1,0.49139999999999784
0,1,2,0.5655999999999985
0,1,3,0.6421999999999963
0,1,4,0.5095999999999983
0,1,5,0.46679999999999827
0,1,6,0.48659999999999864
0,1,7,0.47519999999999885
0,1,8,0.4893999999999974
0,1,9,0.5423999999999978
0,1,10,0.3885999999999986
0,1,11,0.4521999999999982
0,1,12,0.5093999999999993
0,1,13,0.6689999999999964
0,1,14,0.4799999999999983
0,1,15,0.5079999999999981
0,1,16,0.5269999999999988
0,1,17,0.442799999999999
0,1,18,0.7417999999999957
0,1,19,0.6257999999999959
