i-th device,j-th device,n-th challenge,dist
0,1,0,0.21219999999999958
0,1,1,0.30399999999999855
0,1,2,0.2833999999999986
0,1,3,0.3975999999999991
0,1,4,0.4409999999999979
0,1,5,0.28019999999999873
0,1,6,0.4035999999999978
0,1,7,0.42139999999999844
0,1,8,0.3069999999999981
0,1,9,0.40719999999999673
0,2,0,0.3331999999999985
0,2,1,0.45619999999999866
0,2,2,0.3565999999999983
0,2,3,0.40859999999999835
0,2,4,0.49199999999999783
0,2,5,0.2513999999999989
0,2,6,0.4277999999999984
0,2,7,0.4023999999999978
0,2,8,0.4751999999999981
0,2,9,0.46459999999999757
1,2,0,0.3697999999999985
1,2,1,0.45399999999999757
1,2,2,0.3249999999999993
1,2,3,0.547399999999996
1,2,4,0.2499999999999994
1,2,5,0.2651999999999987
1,2,6,0.3325999999999987
1,2,7,0.35899999999999854
1,2,8,0.47459999999999813
1,2,9,0.30119999999999836
