i-th device,j-th device,n-th challenge,dist
0,1,0,0.3390999999999999
0,1,1,0.33475
0,1,2,0.3514499999999998
0,1,3,0.31600000000000006
0,1,4,0.3595
0,1,5,0.38855
0,1,6,0.39295
0,1,7,0.41249999999999976
0,1,8,0.31775
0,1,9,0.3819999999999997
0,1,10,0.3171499999999998
0,1,11,0.26959999999999984
0,1,12,0.37509999999999966
0,1,13,0.3052999999999999
0,1,14,0.3278500000000001
0,1,15,0.38754999999999973
0,1,16,0.3562999999999998
0,1,17,0.3082999999999996
0,1,18,0.39899999999999963
0,1,19,0.4890000000000003
