n-th challenge,i-th execution,j-th execution,dist
0,0,1,0.5812999999999963
0,0,2,0.47099999999999737
0,0,3,0.4312999999999978
0,0,4,0.3902999999999974
0,1,2,0.3153999999999978
0,1,3,0.38199999999999756
0,1,4,0.40559999999999735
0,2,3,0.3432999999999978
0,2,4,0.2783999999999985
0,3,4,0.37359999999999743
1,0,1,0.48779999999999707
1,0,2,0.5048999999999971
1,0,3,0.40189999999999765
1,0,4,0.535799999999997
1,1,2,0.4138999999999969
1,1,3,0.4181999999999975
1,1,4,0.4722999999999964
1,2,3,0.5398999999999964
1,2,4,0.44629999999999637
1,3,4,0.5551999999999951
2,0,1,0.5013999999999974
2,0,2,0.40919999999999684
2,0,3,0.42549999999999677
2,0,4,0.42759999999999726
2,1,2,0.410699999999997
2,1,3,0.47969999999999646
2,1,4,0.4018999999999969
2,2,3,0.39159999999999723
2,2,4,0.3262999999999976
2,3,4,0.33169999999999744
3,0,1,0.46659999999999663
3,0,2,0.43369999999999687
3,0,3,0.5342999999999967
3,0,4,0.4376999999999969
3,1,2,0.31129999999999797
3,1,3,0.5507999999999958
3,1,4,0.5013999999999968
3,2,3,0.44509999999999705
3,2,4,0.46819999999999645
3,3,4,0.4224999999999971
4,0,1,0.32229999999999737
4,0,2,0.24689999999999915
4,0,3,0.20399999999999902
4,0,4,0.24099999999999913
4,1,2,0.3793999999999973
4,1,3,0.397499999999997
4,1,4,0.35409999999999736
4,2,3,0.21929999999999894
4,2,4,0.2616999999999984
4,3,4,0.23489999999999883
5,0,1,0.3014999999999984
5,0,2,0.32839999999999764
5,0,3,0.2937999999999978
5,0,4,0.3466999999999979
5,1,2,0.21089999999999898
5,1,3,0.27399999999999797
5,1,4,0.3451999999999978
5,2,3,0.28349999999999803
5,2,4,0.3123999999999977
5,3,4,0.34179999999999755
6,0,1,0.19679999999999925
6,0,2,0.28939999999999855
6,0,3,0.3235999999999975
6,0,4,0.38159999999999783
6,1,2,0.280199999999999
6,1,3,0.3170999999999984
6,1,4,0.3627999999999973
6,2,3,0.33429999999999754
6,2,4,0.39749999999999774
6,3,4,0.25349999999999906
7,0,1,0.4461999999999975
7,0,2,0.4947999999999977
7,0,3,0.41589999999999766
7,0,4,0.4748999999999973
7,1,2,0.31509999999999866
7,1,3,0.3553999999999985
7,1,4,0.18469999999999961
7,2,3,0.3952999999999982
7,2,4,0.29659999999999875
7,3,4,0.3558999999999981
8,0,1,0.4463999999999969
8,0,2,0.288799999999998
8,0,3,0.37389999999999757
8,0,4,0.2208999999999987
8,1,2,0.4127999999999974
8,1,3,0.32769999999999727
8,1,4,0.4135999999999972
8,2,3,0.3409999999999977
8,2,4,0.29579999999999773
8,3,4,0.34609999999999774
9,0,1,0.3193999999999969
9,0,2,0.2644999999999981
9,0,3,0.24049999999999888
9,0,4,0.24069999999999922
9,1,2,0.31949999999999723
9,1,3,0.2759999999999975
9,1,4,0.33339999999999687
9,2,3,0.32869999999999705
9,2,4,0.3347999999999972
9,3,4,0.25769999999999843
