i-th device,j-th device,n-th challenge,dist
0,1,0,0.4794999999999981
0,1,1,0.38814999999999833
0,1,2,0.4060499999999972
0,1,3,0.4444499999999966
0,1,4,0.3264999999999976
0,1,5,0.4742499999999982
0,1,6,0.45759999999999795
0,1,7,0.36344999999999705
0,1,8,0.345499999999998
0,1,9,0.4405999999999979
0,1,10,0.4401499999999963
0,1,11,0.5306499999999998
0,1,12,0.3149999999999979
0,1,13,0.26029999999999814
0,1,14,0.43124999999999725
0,1,15,0.48754999999999854
0,1,16,0.338799999999998
0,1,17,0.39379999999999726
0,1,18,0.4143499999999979
0,1,19,0.44214999999999677
