i-th device,j-th device,n-th challenge,dist
0,1,0,0.26979999999999554
0,1,1,0.30329999999999163
0,1,2,0.30429999999999324
0,1,3,0.2720999999999941
0,1,4,0.23949999999999574
0,1,5,0.309899999999992
0,1,6,0.30369999999999064
0,1,7,0.3117999999999954
0,1,8,0.24379999999999633
0,1,9,0.28849999999999243
0,2,0,0.26169999999999505
0,2,1,0.3125999999999912
0,2,2,0.2948999999999944
0,2,3,0.2804999999999942
0,2,4,0.24909999999999627
0,2,5,0.3072999999999925
0,2,6,0.3010999999999906
0,2,7,0.3035999999999948
0,2,8,0.2754999999999956
0,2,9,0.2856999999999924
1,2,0,0.2738999999999944
1,2,1,0.2983999999999917
1,2,2,0.27639999999999476
1,2,3,0.27589999999999376
1,2,4,0.28669999999999474
1,2,5,0.29999999999999266
1,2,6,0.2990999999999911
1,2,7,0.3018999999999949
1,2,8,0.24769999999999667
1,2,9,0.2772999999999934
