i-th device,j-th device,n-th challenge,dist
0,1,0,0.24324999999999983
0,1,1,0.27680000000000005
0,1,2,0.24959999999999996
0,1,3,0.28339999999999993
0,1,4,0.2674999999999997
0,1,5,0.2511000000000001
0,1,6,0.27984999999999993
0,1,7,0.2919999999999999
0,1,8,0.23364999999999966
0,1,9,0.3059999999999991
0,1,10,0.27565000000000006
0,1,11,0.2564999999999995
0,1,12,0.23024999999999984
0,1,13,0.24355
0,1,14,0.2292499999999999
0,1,15,0.1975999999999999
0,1,16,0.31499999999999984
0,1,17,0.29635
0,1,18,0.24604999999999985
0,1,19,0.23154999999999987
