i-th device,j-th device,n-th challenge,dist
0,1,0,0.45919999999999017
0,1,1,0.3641999999999923
0,1,2,0.44119999999999465
0,1,3,0.37979999999999103
0,1,4,0.39219999999999233
0,1,5,0.37939999999999285
0,1,6,0.4047999999999954
0,1,7,0.3755999999999914
0,1,8,0.40999999999999576
0,1,9,0.4145999999999946
0,2,0,0.4535999999999891
0,2,1,0.353999999999992
0,2,2,0.4317999999999953
0,2,3,0.3979999999999915
0,2,4,0.3975999999999919
0,2,5,0.39959999999999307
0,2,6,0.3907999999999962
0,2,7,0.3797999999999903
0,2,8,0.3601999999999963
0,2,9,0.3835999999999955
1,2,0,0.38939999999999003
1,2,1,0.3349999999999929
1,2,2,0.37879999999999453
1,2,3,0.37279999999999064
1,2,4,0.3637999999999914
1,2,5,0.38699999999999246
1,2,6,0.4047999999999952
1,2,7,0.3741999999999906
1,2,8,0.3551999999999953
1,2,9,0.3991999999999946
