i-th device,j-th device,n-th challenge,dist
0,1,0,0.4881999999999999
0,1,1,0.49894999999999984
0,1,2,0.2527999999999997
0,1,3,0.34005000000000013
0,1,4,0.13119999999999993
0,1,5,0.3514999999999995
0,1,6,0.29809999999999987
0,1,7,0.34419999999999995
0,1,8,0.3107
0,1,9,0.41975
0,2,0,0.11694999999999985
0,2,1,0.09615000000000001
0,2,2,0.09399999999999992
0,2,3,0.09935000000000008
0,2,4,0.09819999999999995
0,2,5,0.10455000000000002
0,2,6,0.10155000000000004
0,2,7,0.10195
0,2,8,0.15685000000000002
0,2,9,0.11960000000000007
1,2,0,0.5414499999999995
1,2,1,0.5126499999999995
1,2,2,0.27789999999999987
1,2,3,0.37355000000000005
1,2,4,0.20400000000000001
1,2,5,0.3873999999999997
1,2,6,0.3226499999999997
1,2,7,0.3996999999999996
1,2,8,0.4494999999999999
1,2,9,0.4373499999999998
