i-th device,j-th device,n-th challenge,dist
0,1,0,0.35929999999999773
0,1,1,0.6543999999999961
0,1,2,0.3635999999999976
0,1,3,0.3988999999999978
0,1,4,0.40839999999999704
0,1,5,0.39469999999999666
0,1,6,0.2928999999999979
0,1,7,0.4537999999999969
0,1,8,0.3251999999999976
0,1,9,0.36189999999999733
0,2,0,0.5014999999999966
0,2,1,0.6309999999999965
0,2,2,0.46689999999999743
0,2,3,0.49189999999999817
0,2,4,0.19989999999999905
0,2,5,0.25789999999999885
0,2,6,0.37749999999999784
0,2,7,0.45109999999999734
0,2,8,0.41599999999999737
0,2,9,0.21599999999999867
1,2,0,0.5570999999999962
1,2,1,0.3537999999999983
1,2,2,0.4976999999999973
1,2,3,0.3684999999999981
1,2,4,0.3514999999999973
1,2,5,0.4003999999999967
1,2,6,0.32479999999999754
1,2,7,0.4897999999999975
1,2,8,0.3337999999999974
1,2,9,0.3085999999999972
