i-th device,j-th device,n-th challenge,dist
0,1,0,0.46119999999999806
0,1,1,0.4033499999999976
0,1,2,0.5120999999999994
0,1,3,0.44469999999999676
0,1,4,0.4243499999999983
0,1,5,0.5472499999999981
0,1,6,0.3420999999999977
0,1,7,0.6106999999999997
0,1,8,0.4606999999999975
0,1,9,0.5441499999999995
0,2,0,0.4568499999999975
0,2,1,0.35379999999999767
0,2,2,0.47744999999999815
0,2,3,0.45799999999999685
0,2,4,0.48369999999999763
0,2,5,0.46324999999999666
0,2,6,0.3872499999999981
0,2,7,0.6891499999999997
0,2,8,0.4926999999999974
0,2,9,0.5993000000000017
1,2,0,0.3682999999999982
1,2,1,0.43754999999999833
1,2,2,0.36679999999999763
1,2,3,0.34839999999999754
1,2,4,0.28594999999999826
1,2,5,0.3253499999999973
1,2,6,0.2822499999999984
1,2,7,0.39314999999999706
1,2,8,0.34724999999999756
1,2,9,0.33254999999999785
