n-th challenge,m-th challenge,dist
0,1,0.9837999999999286
0,2,0.9425999999999262
0,3,0.9005999999999278
0,4,0.9051999999999265
0,5,0.9807999999999231
0,6,0.9601999999999266
0,7,0.9251999999999242
0,8,0.9617999999999209
0,9,0.9207999999999276
1,2,0.9845999999999319
1,3,0.9495999999999293
1,4,0.94719999999993
1,5,0.9469999999999341
1,6,0.9805999999999321
1,7,0.956199999999928
1,8,0.9689999999999267
1,9,0.9741999999999296
2,3,0.9591999999999222
2,4,0.9787999999999206
2,5,0.9605999999999266
2,6,0.9289999999999313
2,7,0.9647999999999222
2,8,0.9493999999999232
2,9,0.9563999999999246
3,4,0.9473999999999188
3,5,0.9641999999999211
3,6,0.9551999999999242
3,7,0.9369999999999199
3,8,0.9523999999999179
3,9,0.9089999999999273
4,5,0.9557999999999222
4,6,0.9603999999999231
4,7,0.9457999999999183
4,8,0.9595999999999167
4,9,0.9435999999999242
5,6,0.9511999999999281
5,7,0.9587999999999214
5,8,0.9431999999999227
5,9,0.9645999999999251
6,7,0.9695999999999217
6,8,0.9189999999999271
6,9,0.9689999999999246
7,8,0.9379999999999188
7,9,0.9597999999999203
8,9,0.9381999999999244
