i-th device,j-th device,n-th challenge,dist
0,1,0,0.796999999999933
0,1,1,0.7196999999999395
0,1,2,0.6732999999999493
0,1,3,0.8309999999999232
0,1,4,0.8214999999999278
0,1,5,0.6948999999999449
0,1,6,0.773599999999935
0,1,7,0.7642999999999323
0,1,8,0.7672999999999329
0,1,9,0.8005999999999255
0,2,0,0.7607999999999355
0,2,1,0.6793999999999482
0,2,2,0.7252999999999445
0,2,3,0.7969999999999265
0,2,4,0.7637999999999333
0,2,5,0.6994999999999417
0,2,6,0.7422999999999386
0,2,7,0.8085999999999279
0,2,8,0.8196999999999243
0,2,9,0.8986999999999173
1,2,0,0.8041999999999326
1,2,1,0.776199999999939
1,2,2,0.7047999999999432
1,2,3,0.8141999999999247
1,2,4,0.8323999999999228
1,2,5,0.7098999999999401
1,2,6,0.7788999999999355
1,2,7,0.851099999999923
1,2,8,0.8346999999999253
1,2,9,0.9097999999999155
