i-th device,j-th device,n-th challenge,dist
0,1,0,0.48119999999999014
0,1,1,0.48619999999999114
0,1,2,0.5257999999999924
0,1,3,0.5501999999999851
0,1,4,0.48019999999998947
0,1,5,0.49559999999999027
0,1,6,0.46779999999998784
0,1,7,0.4719999999999908
0,1,8,0.43419999999998987
0,1,9,0.51319999999999
0,2,0,0.5861999999999865
0,2,1,0.5763999999999879
0,2,2,0.5423999999999923
0,2,3,0.47019999999999
0,2,4,0.44139999999999024
0,2,5,0.5857999999999861
0,2,6,0.5293999999999871
0,2,7,0.5523999999999855
0,2,8,0.5489999999999846
0,2,9,0.5931999999999868
1,2,0,0.5495999999999881
1,2,1,0.6161999999999878
1,2,2,0.5439999999999923
1,2,3,0.576799999999985
1,2,4,0.5081999999999889
1,2,5,0.5663999999999879
1,2,6,0.493599999999988
1,2,7,0.5517999999999879
1,2,8,0.5549999999999845
1,2,9,0.5575999999999878
