i-th device,j-th device,n-th challenge,dist
0,1,0,0.5777999999999818
0,1,1,0.5531999999999824
0,1,2,0.5347999999999837
0,1,3,0.5307999999999814
0,1,4,0.5031999999999865
0,1,5,0.627599999999978
0,1,6,0.49379999999998414
0,1,7,0.5055999999999855
0,1,8,0.6363999999999812
0,1,9,0.543599999999985
0,2,0,0.6079999999999793
0,2,1,0.4955999999999852
0,2,2,0.5053999999999861
0,2,3,0.5031999999999833
0,2,4,0.5911999999999837
0,2,5,0.6327999999999778
0,2,6,0.5367999999999817
0,2,7,0.5189999999999851
0,2,8,0.6151999999999813
0,2,9,0.5563999999999829
1,2,0,0.5993999999999813
1,2,1,0.5005999999999842
1,2,2,0.584399999999981
1,2,3,0.4991999999999835
1,2,4,0.5837999999999839
1,2,5,0.47179999999998534
1,2,6,0.5175999999999835
1,2,7,0.5075999999999857
1,2,8,0.491399999999987
1,2,9,0.5335999999999836
