i-th device,j-th device,n-th challenge,dist
0,1,0,0.4686999999999975
0,1,1,0.41419999999999757
0,1,2,0.5176999999999978
0,1,3,0.46249999999999664
0,1,4,0.4414999999999985
0,1,5,0.5411999999999955
0,1,6,0.36829999999999785
0,1,7,0.6209999999999973
0,1,8,0.4747999999999978
0,1,9,0.5455999999999964
0,2,0,0.4886999999999969
0,2,1,0.36739999999999756
0,2,2,0.48299999999999776
0,2,3,0.4798999999999968
0,2,4,0.5167999999999974
0,2,5,0.4814999999999971
0,2,6,0.41969999999999763
0,2,7,0.7105999999999956
0,2,8,0.5083999999999972
0,2,9,0.6234999999999958
1,2,0,0.3665999999999979
1,2,1,0.44689999999999663
1,2,2,0.40069999999999795
1,2,3,0.3829999999999973
1,2,4,0.3339999999999978
1,2,5,0.3536999999999975
1,2,6,0.3156999999999983
1,2,7,0.4394999999999968
1,2,8,0.36609999999999776
1,2,9,0.359099999999998
