n-th challenge,m-th challenge,dist
0,1,0.5297999999999994
0,2,0.6027999999999966
0,3,0.654999999999996
0,4,0.6067999999999963
0,5,0.604399999999998
0,6,0.6103999999999966
0,7,0.5485999999999989
0,8,0.691199999999996
0,9,0.5291999999999984
1,2,0.48579999999999973
1,3,0.572799999999998
1,4,0.5989999999999982
1,5,0.4013999999999995
1,6,0.4721999999999989
1,7,0.4227999999999998
1,8,0.48959999999999904
1,9,0.4229999999999989
2,3,0.6109999999999961
2,4,0.633799999999995
2,5,0.4535999999999989
2,6,0.6073999999999967
2,7,0.46219999999999956
2,8,0.6135999999999965
2,9,0.47819999999999896
3,4,0.5259999999999969
3,5,0.5497999999999986
3,6,0.6247999999999952
3,7,0.531999999999998
3,8,0.5219999999999974
3,9,0.46559999999999907
4,5,0.5493999999999982
4,6,0.6387999999999945
4,7,0.512399999999999
4,8,0.5861999999999955
4,9,0.5487999999999968
5,6,0.4983999999999987
5,7,0.3297999999999993
5,8,0.45059999999999945
5,9,0.45079999999999965
6,7,0.5155999999999986
6,8,0.4471999999999984
6,9,0.5607999999999981
7,8,0.45679999999999876
7,9,0.4443999999999995
8,9,0.5059999999999981
