i-th device,j-th device,n-th challenge,dist
0,1,0,0.47119999999999995
0,1,1,0.5712499999999997
0,1,2,0.4412499999999999
0,1,3,0.5638499999999997
0,1,4,0.47274999999999945
0,1,5,0.5225499999999995
0,1,6,0.3926000000000001
0,1,7,0.45769999999999983
0,1,8,0.3832999999999996
0,1,9,0.4328999999999998
0,1,10,0.33535000000000004
0,1,11,0.4287000000000001
0,1,12,0.5786999999999999
0,1,13,0.5934999999999998
0,1,14,0.48569999999999963
0,1,15,0.32680000000000003
0,1,16,0.5411499999999998
0,1,17,0.47169999999999995
0,1,18,0.5503999999999997
0,1,19,0.5482000000000002
