i-th device,j-th device,n-th challenge,dist
0,1,0,0.5154499999999874
0,1,1,0.45234999999998404
0,1,2,0.6392999999999959
0,1,3,0.4959499999999822
0,1,4,0.4528999999999898
0,1,5,0.5804499999999945
0,1,6,0.4396499999999875
0,1,7,0.7080500000000092
0,1,8,0.461949999999988
0,1,9,0.5770499999999953
0,2,0,0.5443499999999896
0,2,1,0.5193499999999854
0,2,2,0.6510999999999949
0,2,3,0.5318499999999888
0,2,4,0.5094999999999927
0,2,5,0.49819999999998205
0,2,6,0.47619999999998447
0,2,7,0.7316000000000104
0,2,8,0.539899999999995
0,2,9,0.6808500000000101
1,2,0,0.439599999999989
1,2,1,0.43194999999998596
1,2,2,0.32549999999998935
1,2,3,0.39514999999998596
1,2,4,0.3484999999999914
1,2,5,0.44474999999998466
1,2,6,0.3460999999999873
1,2,7,0.3983499999999891
1,2,8,0.37534999999998986
1,2,9,0.43094999999998684
