i-th device,j-th device,n-th challenge,dist
0,1,0,0.4227999999999873
0,1,1,0.4598999999999899
0,1,2,0.4970999999999897
0,1,3,0.43489999999998585
0,1,4,0.38929999999998793
0,1,5,0.6307999999999824
0,1,6,0.4327999999999878
0,1,7,0.46809999999998503
0,1,8,0.5058999999999848
0,1,9,0.5314999999999822
0,2,0,0.4934999999999864
0,2,1,0.5875999999999872
0,2,2,0.5318999999999904
0,2,3,0.5083999999999839
0,2,4,0.457999999999987
0,2,5,0.5220999999999875
0,2,6,0.43269999999998676
0,2,7,0.49999999999998734
0,2,8,0.5447999999999831
0,2,9,0.5553999999999828
1,2,0,0.38709999999998945
1,2,1,0.43469999999998954
1,2,2,0.4647999999999901
1,2,3,0.43229999999998725
1,2,4,0.39669999999998784
1,2,5,0.43909999999998806
1,2,6,0.39349999999998764
1,2,7,0.4096999999999878
1,2,8,0.33399999999998964
1,2,9,0.43889999999998786
