i-th device,j-th device,n-th challenge,dist
0,1,0,0.31629999999999053
0,1,1,0.27209999999999396
0,1,2,0.3539999999999905
0,1,3,0.3094999999999908
0,1,4,0.3090999999999912
0,1,5,0.3486999999999897
0,1,6,0.4022999999999912
0,1,7,0.30039999999999073
0,1,8,0.3821999999999899
0,1,9,0.37629999999998964
0,2,0,0.39929999999998844
0,2,1,0.3176999999999928
0,2,2,0.4180999999999911
0,2,3,0.3168999999999912
0,2,4,0.3288999999999909
0,2,5,0.34829999999999006
0,2,6,0.3896999999999913
0,2,7,0.28919999999999174
0,2,8,0.4321999999999908
0,2,9,0.40239999999998965
1,2,0,0.385399999999988
1,2,1,0.2993999999999926
1,2,2,0.3682999999999932
1,2,3,0.34339999999999027
1,2,4,0.3375999999999906
1,2,5,0.319999999999992
1,2,6,0.33499999999999525
1,2,7,0.31549999999998984
1,2,8,0.31259999999999544
1,2,9,0.32389999999999475
