i-th device,j-th device,n-th challenge,dist
0,1,0,0.3333499999999869
0,1,1,0.3662999999999851
0,1,2,0.3227499999999871
0,1,3,0.5184999999999901
0,1,4,0.47424999999998435
0,1,5,0.4956499999999818
0,1,6,0.35824999999998497
0,1,7,0.3485499999999862
0,1,8,0.5151999999999866
0,1,9,0.301999999999988
0,2,0,0.5414499999999896
0,2,1,0.45914999999998174
0,2,2,0.3531499999999859
0,2,3,0.5143999999999868
0,2,4,0.38189999999998664
0,2,5,0.3976499999999848
0,2,6,0.42189999999998307
0,2,7,0.34219999999998596
0,2,8,0.3970499999999861
0,2,9,0.36589999999998596
1,2,0,0.5111999999999851
1,2,1,0.458549999999982
1,2,2,0.3783499999999851
1,2,3,0.4623499999999818
1,2,4,0.44209999999998406
1,2,5,0.471099999999982
1,2,6,0.4655499999999813
1,2,7,0.3273999999999872
1,2,8,0.49819999999998604
1,2,9,0.36114999999998504
