i-th device,j-th device,n-th challenge,dist
0,1,0,0.2735999999999984
0,1,1,0.2079999999999994
0,1,2,0.22619999999999896
0,1,3,0.23719999999999977
0,1,4,0.3093999999999987
0,1,5,0.24239999999999876
0,1,6,0.25359999999999994
0,1,7,0.24159999999999882
0,1,8,0.21839999999999918
0,1,9,0.2653999999999994
0,2,0,0.22079999999999997
0,2,1,0.1963999999999998
0,2,2,0.4589999999999982
0,2,3,0.22059999999999985
0,2,4,0.23579999999999948
0,2,5,0.2525999999999989
0,2,6,0.22599999999999992
0,2,7,0.2797999999999986
0,2,8,0.419199999999997
0,2,9,0.2429999999999997
1,2,0,0.27299999999999924
1,2,1,0.22019999999999942
1,2,2,0.4385999999999981
1,2,3,0.26299999999999946
1,2,4,0.31199999999999867
1,2,5,0.247399999999999
1,2,6,0.26280000000000003
1,2,7,0.22539999999999905
1,2,8,0.41559999999999775
1,2,9,0.2703999999999993
