i-th device,j-th device,n-th challenge,dist
0,1,0,0.2940499999999998
0,1,1,0.2712999999999998
0,1,2,0.3813499999999999
0,1,3,0.33334999999999976
0,1,4,0.2992999999999998
0,1,5,0.24559999999999962
0,1,6,0.22239999999999988
0,1,7,0.26815000000000005
0,1,8,0.35214999999999946
0,1,9,0.23445000000000002
0,1,10,0.2681999999999995
0,1,11,0.44844999999999957
0,1,12,0.3535499999999994
0,1,13,0.29969999999999997
0,1,14,0.24325000000000002
0,1,15,0.28844999999999976
0,1,16,0.30259999999999976
0,1,17,0.25379999999999986
0,1,18,0.3317999999999998
0,1,19,0.3244499999999998
