n-th challenge,m-th challenge,dist
0,1,0.4400999999999841
0,2,0.4468999999999822
0,3,0.3996999999999846
0,4,0.41059999999998353
0,5,0.38004999999998434
0,6,0.43664999999998216
0,7,0.36424999999998464
0,8,0.5172999999999814
0,9,0.3885499999999843
0,10,0.4550999999999845
0,11,0.4435999999999838
0,12,0.4072999999999847
0,13,0.4388999999999825
0,14,0.42504999999998455
0,15,0.447699999999985
0,16,0.38084999999998415
0,17,0.40199999999998576
0,18,0.4312499999999847
0,19,0.5049499999999827
1,2,0.4575999999999845
1,3,0.5189999999999843
1,4,0.4694499999999824
1,5,0.43184999999998436
1,6,0.5210499999999838
1,7,0.487849999999984
1,8,0.5614499999999916
1,9,0.4151999999999839
1,10,0.5038999999999857
1,11,0.5521499999999887
1,12,0.45279999999998427
1,13,0.46054999999998425
1,14,0.5256999999999864
1,15,0.42954999999998555
1,16,0.4407999999999821
1,17,0.5251999999999862
1,18,0.4717999999999842
1,19,0.4537999999999857
2,3,0.5927499999999879
2,4,0.4472499999999819
2,5,0.4277499999999832
2,6,0.45379999999998216
2,7,0.5159999999999826
2,8,0.5661499999999938
2,9,0.4394499999999821
2,10,0.5137999999999837
2,11,0.41619999999998275
2,12,0.43404999999998306
2,13,0.3135499999999868
2,14,0.5205999999999851
2,15,0.49499999999998223
2,16,0.4156999999999818
2,17,0.5223999999999859
2,18,0.5499999999999886
2,19,0.36324999999998736
3,4,0.4175999999999841
3,5,0.456749999999984
3,6,0.46899999999998254
3,7,0.42844999999998473
3,8,0.5026499999999829
3,9,0.4738499999999834
3,10,0.465299999999985
3,11,0.5552999999999875
3,12,0.45484999999998316
3,13,0.5799499999999858
3,14,0.4377999999999853
3,15,0.510299999999984
3,16,0.4847999999999819
3,17,0.42619999999998526
3,18,0.4601999999999846
3,19,0.659449999999996
4,5,0.40194999999998393
4,6,0.39179999999998305
4,7,0.416549999999983
4,8,0.5222999999999847
4,9,0.4188999999999839
4,10,0.40104999999998425
4,11,0.440799999999983
4,12,0.42654999999998267
4,13,0.4588499999999825
4,14,0.44559999999998356
4,15,0.45604999999998275
4,16,0.40564999999998236
4,17,0.45014999999998373
4,18,0.3917499999999852
4,19,0.5317499999999883
5,6,0.3859999999999837
5,7,0.4462499999999831
5,8,0.507899999999983
5,9,0.4238999999999833
5,10,0.4742499999999827
5,11,0.4217499999999836
5,12,0.4310499999999825
5,13,0.4283999999999839
5,14,0.47134999999998445
5,15,0.46634999999998294
5,16,0.4070499999999821
5,17,0.4704999999999837
5,18,0.4742499999999834
5,19,0.5020999999999843
6,7,0.4345499999999827
6,8,0.47689999999998156
6,9,0.4704499999999825
6,10,0.4552999999999821
6,11,0.42079999999998235
6,12,0.44809999999998046
6,13,0.4303999999999829
6,14,0.4678999999999827
6,15,0.46574999999998157
6,16,0.40964999999998103
6,17,0.47309999999998215
6,18,0.49159999999998294
6,19,0.5488499999999926
7,8,0.4715499999999826
7,9,0.45464999999998323
7,10,0.3874999999999857
7,11,0.5018499999999826
7,12,0.45524999999998317
7,13,0.5052499999999827
7,14,0.3636499999999864
7,15,0.4225999999999855
7,16,0.42914999999998177
7,17,0.3709499999999863
7,18,0.3931499999999856
7,19,0.5892999999999986
8,9,0.5280499999999838
8,10,0.5034499999999831
8,11,0.6271500000000062
8,12,0.5463999999999923
8,13,0.5945999999999961
8,14,0.44104999999998395
8,15,0.42279999999998386
8,16,0.47399999999997844
8,17,0.4506499999999837
8,18,0.5482499999999954
8,19,0.6375000000000016
9,10,0.467299999999984
9,11,0.45594999999998315
9,12,0.39564999999998557
9,13,0.4438499999999833
9,14,0.502899999999983
9,15,0.45874999999998356
9,16,0.3822999999999844
9,17,0.4647999999999843
9,18,0.47774999999998335
9,19,0.4580499999999843
10,11,0.47519999999998386
10,12,0.4029499999999843
10,13,0.5188499999999852
10,14,0.4453499999999857
10,15,0.4075499999999845
10,16,0.4174999999999826
10,17,0.4073499999999874
10,18,0.3898999999999869
10,19,0.5844500000000002
11,12,0.4236499999999828
11,13,0.3985999999999831
11,14,0.5755499999999927
11,15,0.5635999999999955
11,16,0.41259999999998215
11,17,0.5408999999999902
11,18,0.5356999999999906
11,19,0.48809999999998355
12,13,0.4199499999999823
12,14,0.5012499999999837
12,15,0.4667999999999843
12,16,0.37409999999998506
12,17,0.4358499999999849
12,18,0.4865999999999829
12,19,0.4673499999999845
13,14,0.5197999999999863
13,15,0.5022999999999828
13,16,0.41189999999998267
13,17,0.529149999999986
13,18,0.5580999999999895
13,19,0.3735499999999868
14,15,0.40749999999998493
14,16,0.4540999999999822
14,17,0.3595999999999874
14,18,0.46059999999998436
14,19,0.5976999999999941
15,16,0.38714999999998345
15,17,0.4257999999999856
15,18,0.4688499999999841
15,19,0.5353999999999943
16,17,0.43249999999998423
16,18,0.4502999999999805
16,19,0.4658999999999824
17,18,0.4488499999999843
17,19,0.578749999999994
18,19,0.6181499999999991
