i-th device,j-th device,n-th challenge,dist
0,1,0,0.4187999999999978
0,1,1,0.44719999999999904
0,1,2,0.4289999999999982
0,1,3,0.4429999999999984
0,1,4,0.36439999999999845
0,1,5,0.473199999999999
0,1,6,0.37539999999999857
0,1,7,0.4237999999999989
0,1,8,0.44679999999999914
0,1,9,0.48899999999999844
0,2,0,0.2599999999999989
0,2,1,0.2715999999999995
0,2,2,0.366399999999998
0,2,3,0.3877999999999984
0,2,4,0.2623999999999994
0,2,5,0.23999999999999902
0,2,6,0.2873999999999988
0,2,7,0.28959999999999947
0,2,8,0.2687999999999996
0,2,9,0.33719999999999933
1,2,0,0.42979999999999824
1,2,1,0.39179999999999865
1,2,2,0.36399999999999805
1,2,3,0.34579999999999966
1,2,4,0.346399999999999
1,2,5,0.48099999999999843
1,2,6,0.40159999999999824
1,2,7,0.41579999999999906
1,2,8,0.4019999999999987
1,2,9,0.4379999999999985
