i-th device,j-th device,n-th challenge,dist
0,1,0,0.31919999999999227
0,1,1,0.2338999999999961
0,1,2,0.2580999999999989
0,1,3,0.2793999999999953
0,1,4,0.35189999999999344
0,1,5,0.276099999999996
0,1,6,0.2616999999999969
0,1,7,0.240699999999996
0,1,8,0.3097999999999963
0,1,9,0.3328999999999929
0,2,0,0.351399999999991
0,2,1,0.23579999999999604
0,2,2,0.45609999999999673
0,2,3,0.23369999999999666
0,2,4,0.26579999999999604
0,2,5,0.2864999999999952
0,2,6,0.3201999999999939
0,2,7,0.2601999999999959
0,2,8,0.4326999999999958
0,2,9,0.29979999999999557
1,2,0,0.3554999999999905
1,2,1,0.26149999999999524
1,2,2,0.4479999999999971
1,2,3,0.2658999999999968
1,2,4,0.3562999999999938
1,2,5,0.2733999999999961
1,2,6,0.3315999999999938
1,2,7,0.266399999999996
1,2,8,0.41429999999999556
1,2,9,0.3265999999999942
