i-th device,j-th device,n-th challenge,dist
0,1,0,0.2869999999999996
0,1,1,0.39319999999999977
0,1,2,0.25739999999999996
0,1,3,0.3569999999999994
0,1,4,0.17859999999999948
0,1,5,0.18820000000000003
0,1,6,0.378
0,1,7,0.28539999999999993
0,1,8,0.43159999999999965
0,1,9,0.18259999999999976
0,2,0,0.25179999999999986
0,2,1,0.37279999999999974
0,2,2,0.21139999999999992
0,2,3,0.3029999999999998
0,2,4,0.3739999999999992
0,2,5,0.16840000000000005
0,2,6,0.3078
0,2,7,0.4416000000000002
0,2,8,0.3303999999999996
0,2,9,0.21319999999999992
1,2,0,0.3557999999999996
1,2,1,0.2263999999999998
1,2,2,0.22939999999999997
1,2,3,0.41739999999999977
1,2,4,0.3079999999999995
1,2,5,0.17900000000000008
1,2,6,0.24400000000000008
1,2,7,0.5015999999999999
1,2,8,0.3045999999999995
1,2,9,0.2143999999999999
