i-th device,j-th device,n-th challenge,dist
0,1,0,0.2964999999999972
0,1,1,0.3250499999999977
0,1,2,0.2939499999999988
0,1,3,0.3198499999999982
0,1,4,0.25474999999999864
0,1,5,0.25984999999999975
0,1,6,0.2637499999999987
0,1,7,0.29569999999999885
0,1,8,0.2897499999999981
0,1,9,0.33239999999999714
0,1,10,0.3148499999999984
0,1,11,0.27224999999999866
0,1,12,0.24969999999999984
0,1,13,0.2523499999999979
0,1,14,0.31914999999999816
0,1,15,0.2577499999999983
0,1,16,0.2714999999999973
0,1,17,0.30009999999999765
0,1,18,0.31349999999999806
0,1,19,0.2704499999999989
