i-th device,j-th device,n-th challenge,dist
0,1,0,0.47914999999998675
0,1,1,0.48829999999998636
0,1,2,0.5190999999999857
0,1,3,0.6897499999999954
0,1,4,0.5235999999999963
0,1,5,0.5459999999999907
0,1,6,0.4907499999999819
0,1,7,0.5025499999999902
0,1,8,0.49324999999998725
0,1,9,0.511149999999988
0,1,10,0.5857000000000103
0,1,11,0.4484499999999857
0,1,12,0.4357999999999845
0,1,13,0.6087500000000028
0,1,14,0.5605499999999881
0,1,15,0.487099999999984
0,1,16,0.5355499999999915
0,1,17,0.5807999999999884
0,1,18,0.6327000000000078
0,1,19,0.5472999999999942
