n-th challenge,m-th challenge,dist
0,1,0.9233999999999236
0,2,0.8790999999999215
0,3,0.9538999999999165
0,4,0.9574999999999257
0,5,0.9157999999999201
0,6,0.9265999999999153
0,7,0.9441999999999146
0,8,0.9413999999999149
0,9,0.89599999999992
1,2,0.9031999999999248
1,3,0.9621999999999225
1,4,0.9619999999999307
1,5,0.8973999999999271
1,6,0.9274999999999235
1,7,0.9668999999999193
1,8,0.9334999999999222
1,9,0.9453999999999199
2,3,0.9717999999999145
2,4,0.9546999999999259
2,5,0.9317999999999178
2,6,0.9258999999999143
2,7,0.9605999999999124
2,8,0.934099999999916
2,9,0.8994999999999189
3,4,0.9449999999999291
3,5,0.9288999999999209
3,6,0.9144999999999193
3,7,0.8445999999999275
3,8,0.8758999999999246
3,9,0.8915999999999221
4,5,0.932599999999929
4,6,0.9274999999999266
4,7,0.9053999999999299
4,8,0.9657999999999256
4,9,0.9431999999999263
5,6,0.8992999999999208
5,7,0.9187999999999195
5,8,0.9155999999999195
5,9,0.896099999999922
6,7,0.9271999999999146
6,8,0.9269999999999146
6,9,0.9027999999999176
7,8,0.8950999999999194
7,9,0.9173999999999172
8,9,0.9343999999999145
