i-th device,j-th device,n-th challenge,dist
0,1,0,0.3133999999999951
0,1,1,0.37819999999999043
0,1,2,0.3465999999999959
0,1,3,0.31399999999999445
0,1,4,0.27019999999999683
0,1,5,0.3855999999999918
0,1,6,0.4047999999999885
0,1,7,0.3569999999999948
0,1,8,0.30359999999999626
0,1,9,0.3669999999999927
0,2,0,0.2675999999999963
0,2,1,0.3465999999999913
0,2,2,0.3139999999999956
0,2,3,0.2801999999999955
0,2,4,0.2383999999999972
0,2,5,0.3787999999999927
0,2,6,0.3763999999999902
0,2,7,0.34999999999999526
0,2,8,0.26199999999999735
0,2,9,0.31399999999999384
1,2,0,0.30019999999999447
1,2,1,0.3593999999999914
1,2,2,0.3445999999999962
1,2,3,0.3019999999999948
1,2,4,0.27219999999999633
1,2,5,0.35299999999999254
1,2,6,0.3977999999999885
1,2,7,0.3603999999999946
1,2,8,0.29339999999999644
1,2,9,0.3359999999999928
