n-th challenge,m-th challenge,dist
0,1,0.5111499999999992
0,2,0.606799999999999
0,3,0.5835999999999991
0,4,0.9499500000000004
0,5,0.5611499999999994
0,6,0.9405499999999997
0,7,0.7901499999999986
0,8,0.5017499999999994
0,9,0.4900499999999991
1,2,0.4089999999999987
1,3,0.5180999999999989
1,4,0.7950499999999975
1,5,0.519599999999999
1,6,0.7946999999999983
1,7,0.6560499999999984
1,8,0.4925999999999989
1,9,0.4579999999999994
2,3,0.5386499999999983
2,4,0.7275499999999981
2,5,0.5226999999999975
2,6,0.713799999999999
2,7,0.6273000000000001
2,8,0.5542499999999994
2,9,0.5073999999999994
3,4,0.8785999999999989
3,5,0.5654999999999989
3,6,0.8680999999999984
3,7,0.7368999999999991
3,8,0.5546999999999992
3,9,0.5099499999999989
4,5,0.7465000000000004
4,6,0.4906499999999969
4,7,0.6641000000000052
4,8,0.9151999999999983
4,9,0.935749999999999
5,6,0.7644000000000015
5,7,0.5459000000000006
5,8,0.5128999999999999
5,9,0.5233999999999988
6,7,0.653250000000006
6,8,0.9080999999999981
6,9,0.9278499999999982
7,8,0.7060499999999993
7,9,0.7363499999999998
8,9,0.37254999999999944
