i-th device,j-th device,n-th challenge,dist
0,1,0,0.1574999999999998
0,1,1,0.1813499999999999
0,1,2,0.19339999999999946
0,1,3,0.16225000000000003
0,1,4,0.2600499999999998
0,1,5,0.22854999999999984
0,1,6,0.2470499999999997
0,1,7,0.1508999999999999
0,1,8,0.20059999999999983
0,1,9,0.16894999999999988
0,2,0,0.30765
0,2,1,0.22795000000000007
0,2,2,0.3618499999999993
0,2,3,0.27264999999999995
0,2,4,0.29664999999999997
0,2,5,0.2959999999999997
0,2,6,0.41164999999999924
0,2,7,0.42054999999999987
0,2,8,0.2580499999999999
0,2,9,0.28445000000000004
1,2,0,0.29104999999999986
1,2,1,0.2661999999999998
1,2,2,0.3754999999999996
1,2,3,0.30050000000000004
1,2,4,0.3604499999999999
1,2,5,0.3178499999999995
1,2,6,0.4073499999999993
1,2,7,0.39375
1,2,8,0.2595999999999999
1,2,9,0.26575
