n-th challenge,i-th execution,j-th execution,dist
0,0,1,0.10880000000000004
0,0,2,0.11760000000000004
0,0,3,0.13020000000000015
0,0,4,0.12860000000000016
0,1,2,0.11420000000000011
0,1,3,0.1260000000000002
0,1,4,0.12520000000000012
0,2,3,0.1258000000000001
0,2,4,0.11900000000000006
0,3,4,0.12000000000000012
1,0,1,0.11460000000000005
1,0,2,0.11100000000000003
1,0,3,0.10120000000000014
1,0,4,0.11020000000000017
1,1,2,0.11400000000000007
1,1,3,0.11900000000000018
1,1,4,0.11020000000000005
1,2,3,0.11040000000000011
1,2,4,0.11700000000000017
1,3,4,0.11240000000000014
2,0,1,0.12320000000000016
2,0,2,0.12320000000000011
2,0,3,0.11840000000000009
2,0,4,0.11960000000000016
2,1,2,0.11860000000000005
2,1,3,0.11320000000000018
2,1,4,0.1144000000000001
2,2,3,0.1118000000000001
2,2,4,0.11140000000000007
2,3,4,0.1212000000000001
3,0,1,0.11620000000000018
3,0,2,0.12000000000000008
3,0,3,0.11200000000000011
3,0,4,0.11580000000000018
3,1,2,0.1250000000000001
3,1,3,0.1098000000000001
3,1,4,0.11600000000000024
3,2,3,0.11480000000000017
3,2,4,0.11380000000000015
3,3,4,0.11380000000000011
4,0,1,0.12640000000000015
4,0,2,0.12300000000000003
4,0,3,0.12440000000000015
4,0,4,0.1196000000000001
4,1,2,0.1182000000000001
4,1,3,0.1208000000000001
4,1,4,0.11800000000000005
4,2,3,0.11020000000000006
4,2,4,0.11160000000000016
4,3,4,0.11940000000000014
5,0,1,0.12700000000000014
5,0,2,0.11620000000000007
5,0,3,0.12360000000000018
5,0,4,0.1140000000000002
5,1,2,0.1152000000000002
5,1,3,0.11000000000000007
5,1,4,0.11680000000000003
5,2,3,0.11300000000000004
5,2,4,0.10700000000000016
5,3,4,0.11120000000000002
6,0,1,0.1132000000000001
6,0,2,0.10820000000000005
6,0,3,0.1154000000000002
6,0,4,0.11680000000000014
6,1,2,0.1066000000000001
6,1,3,0.11300000000000013
6,1,4,0.12400000000000007
6,2,3,0.1082000000000002
6,2,4,0.11380000000000015
6,3,4,0.11300000000000009
7,0,1,0.13100000000000006
7,0,2,0.11600000000000013
7,0,3,0.1306000000000001
7,0,4,0.12240000000000016
7,1,2,0.13840000000000016
7,1,3,0.12780000000000008
7,1,4,0.1322000000000001
7,2,3,0.1254000000000001
7,2,4,0.1178000000000001
7,3,4,0.12320000000000013
8,0,1,0.11380000000000015
8,0,2,0.11120000000000008
8,0,3,0.11820000000000008
8,0,4,0.1132000000000002
8,1,2,0.11440000000000014
8,1,3,0.11380000000000014
8,1,4,0.11640000000000016
8,2,3,0.11460000000000023
8,2,4,0.11720000000000014
8,3,4,0.12780000000000016
9,0,1,0.11740000000000012
9,0,2,0.11760000000000018
9,0,3,0.10440000000000005
9,0,4,0.11980000000000011
9,1,2,0.10920000000000016
9,1,3,0.10700000000000022
9,1,4,0.12040000000000012
9,2,3,0.10120000000000015
9,2,4,0.11280000000000008
9,3,4,0.10600000000000016
