i-th device,j-th device,n-th challenge,dist
0,1,0,0.37719999999999976
0,1,1,0.19359999999999997
0,1,2,0.43179999999999946
0,1,3,0.32539999999999975
0,1,4,0.3962999999999999
0,1,5,0.3965999999999996
0,1,6,0.5224999999999994
0,1,7,0.4156999999999998
0,1,8,0.2642999999999999
0,1,9,0.3445999999999996
0,2,0,0.2914
0,2,1,0.14859999999999995
0,2,2,0.4214999999999999
0,2,3,0.2855
0,2,4,0.3210999999999997
0,2,5,0.3391999999999996
0,2,6,0.49410000000000026
0,2,7,0.38519999999999993
0,2,8,0.21350000000000002
0,2,9,0.281
1,2,0,0.13169999999999996
1,2,1,0.10549999999999991
1,2,2,0.10189999999999991
1,2,3,0.10710000000000004
1,2,4,0.11370000000000001
1,2,5,0.11430000000000004
1,2,6,0.11619999999999982
1,2,7,0.09559999999999992
1,2,8,0.09849999999999998
1,2,9,0.11379999999999997
