i-th device,j-th device,n-th challenge,dist
0,1,0,0.4554999999999999
0,1,1,0.37019999999999975
0,1,2,0.4052999999999997
0,1,3,0.20759999999999995
0,1,4,0.3206999999999997
0,1,5,0.5783999999999992
0,1,6,0.23370000000000005
0,1,7,0.3171999999999998
0,1,8,0.3272
0,1,9,0.3395999999999998
0,2,0,0.42549999999999977
0,2,1,0.37609999999999966
0,2,2,0.37889999999999946
0,2,3,0.218
0,2,4,0.3275999999999999
0,2,5,0.36819999999999936
0,2,6,0.2296
0,2,7,0.3366999999999996
0,2,8,0.31339999999999957
0,2,9,0.35389999999999994
1,2,0,0.22649999999999998
1,2,1,0.2090999999999999
1,2,2,0.2535
1,2,3,0.145
1,2,4,0.2436
1,2,5,0.3481
1,2,6,0.21570000000000003
1,2,7,0.18529999999999994
1,2,8,0.16639999999999994
1,2,9,0.22950000000000018
