i-th device,j-th device,n-th challenge,dist
0,1,0,0.43879999999999997
0,1,1,0.3869000000000001
0,1,2,0.4074999999999997
0,1,3,0.4693000000000001
0,1,4,0.3848000000000001
0,1,5,0.3854499999999999
0,1,6,0.3237
0,1,7,0.28619999999999973
0,1,8,0.3277499999999995
0,1,9,0.3754499999999999
0,1,10,0.46649999999999997
0,1,11,0.4001999999999997
0,1,12,0.24949999999999983
0,1,13,0.2111999999999999
0,1,14,0.4021999999999996
0,1,15,0.43449999999999955
0,1,16,0.2687499999999996
0,1,17,0.49819999999999953
0,1,18,0.2863999999999998
0,1,19,0.31594999999999995
