i-th device,j-th device,n-th challenge,dist
0,1,0,0.19209999999999997
0,1,1,0.1745999999999998
0,1,2,0.18989999999999982
0,1,3,0.18949999999999978
0,1,4,0.26029999999999975
0,1,5,0.21489999999999995
0,1,6,0.15780000000000002
0,1,7,0.12979999999999992
0,1,8,0.1725
0,1,9,0.25689999999999996
0,2,0,0.09749999999999999
0,2,1,0.11209999999999988
0,2,2,0.11119999999999983
0,2,3,0.07270000000000003
0,2,4,0.10189999999999978
0,2,5,0.07989999999999989
0,2,6,0.09740000000000008
0,2,7,0.10609999999999996
0,2,8,0.0803
0,2,9,0.14489999999999992
1,2,0,0.16499999999999998
1,2,1,0.16259999999999997
1,2,2,0.19189999999999977
1,2,3,0.1787999999999998
1,2,4,0.24669999999999995
1,2,5,0.20659999999999998
1,2,6,0.15239999999999998
1,2,7,0.11419999999999991
1,2,8,0.18739999999999993
1,2,9,0.23909999999999995
