i-th device,j-th device,n-th challenge,dist
0,1,0,0.781799999999936
0,1,1,0.6007999999999613
0,1,2,0.7015999999999488
0,1,3,0.7357999999999417
0,1,4,0.6045999999999646
0,1,5,0.7339999999999431
0,1,6,0.7817999999999345
0,1,7,0.74999999999994
0,1,8,0.770999999999937
0,1,9,0.8273999999999302
0,2,0,0.7587999999999377
0,2,1,0.5885999999999622
0,2,2,0.6831999999999518
0,2,3,0.723199999999943
0,2,4,0.5827999999999669
0,2,5,0.7293999999999436
0,2,6,0.7857999999999341
0,2,7,0.7453999999999412
0,2,8,0.7521999999999396
0,2,9,0.8105999999999329
1,2,0,0.7647999999999383
1,2,1,0.5945999999999628
1,2,2,0.6847999999999519
1,2,3,0.7267999999999418
1,2,4,0.5977999999999662
1,2,5,0.7273999999999428
1,2,6,0.7767999999999352
1,2,7,0.7457999999999411
1,2,8,0.7499999999999395
1,2,9,0.8107999999999322
